20211224_185933_jpg.rf.08690b6c03d99d57aa1397f08067ce4c.jpg,77,122,309,298,Exercise Balls
20211224_185438_jpg.rf.090fcc1ae4c9d1ebd286eb6b9d44566f.jpg,201,101,330,246,Kettlebell
20211224_180322_jpg.rf.0c5a6b894f5ef1a454e2fe7486e78be3.jpg,143,84,290,227,null
20211224_180322_jpg.rf.0c5a6b894f5ef1a454e2fe7486e78be3.jpg,217,92,274,152,null
20211224_180322_jpg.rf.0c5a6b894f5ef1a454e2fe7486e78be3.jpg,239,53,259,98,null
20211224_180322_jpg.rf.0c5a6b894f5ef1a454e2fe7486e78be3.jpg,304,51,343,146,null
20211224_180322_jpg.rf.0c5a6b894f5ef1a454e2fe7486e78be3.jpg,158,210,241,250,null
20211224_181128_jpg.rf.0d3fcb4f7b810a6c57a02bf1864b61d3.jpg,64,101,310,401,Assisted Pull Up and Dip Machine
20211224_181128_jpg.rf.0d3fcb4f7b810a6c57a02bf1864b61d3.jpg,227,318,265,397,Assisted Pull Up and Dip Machine
20211226_131215_jpg.rf.09d6266af33330283c499ca6e9e8eef6.jpg,95,17,325,335,null
20211226_131215_jpg.rf.09d6266af33330283c499ca6e9e8eef6.jpg,259,136,347,228,null
20211226_131215_jpg.rf.09d6266af33330283c499ca6e9e8eef6.jpg,242,20,317,114,null
20211224_185454_jpg.rf.0ec952a8f2484ffb5ff0b3fba0e51ad6.jpg,118,125,231,229,Kettlebell
20211226_131239_jpg.rf.057887b79c2f2eb0ab7ede1fbcf3f8d1.jpg,143,45,145,46,null
20211226_131239_jpg.rf.057887b79c2f2eb0ab7ede1fbcf3f8d1.jpg,159,33,355,347,null
20211226_130645_jpg.rf.03d1504cff31efe52e58931d848d3cea.jpg,109,164,319,321,Exercise Balls
20211224_180735_jpg.rf.0d02c8619d35cccbf9abdc85210b9674.jpg,78,92,374,253,null
20211224_180735_jpg.rf.0d02c8619d35cccbf9abdc85210b9674.jpg,166,258,278,308,null
20211224_180735_jpg.rf.0d02c8619d35cccbf9abdc85210b9674.jpg,260,60,277,135,null
20211224_180735_jpg.rf.0d02c8619d35cccbf9abdc85210b9674.jpg,145,58,165,106,null
20211224_190044_jpg.rf.10af4c6bf0413c0185a1eb6a8d1c059a.jpg,92,82,316,252,Exercise Balls
20211224_181043_jpg.rf.08cadd9c79abcf77368d8c8e0c7cda7b.jpg,119,182,195,361,Assisted Pull Up and Dip Machine
20211224_181043_jpg.rf.08cadd9c79abcf77368d8c8e0c7cda7b.jpg,222,88,279,211,Assisted Pull Up and Dip Machine
20211224_181043_jpg.rf.08cadd9c79abcf77368d8c8e0c7cda7b.jpg,232,244,289,342,Assisted Pull Up and Dip Machine
20211224_181043_jpg.rf.08cadd9c79abcf77368d8c8e0c7cda7b.jpg,169,205,237,227,Assisted Pull Up and Dip Machine
20211224_181043_jpg.rf.08cadd9c79abcf77368d8c8e0c7cda7b.jpg,100,88,316,111,Assisted Pull Up and Dip Machine
20211224_185450_jpg.rf.0f48d6b62ad2d6786cff37e970a34ec5.jpg,168,100,315,251,Kettlebell
20211224_190049_jpg.rf.10f6ff5bd04b68b1aec5166eae8ebcea.jpg,61,115,361,339,Exercise Balls
20211224_180407_jpg.rf.1410238c2bdbe1306b3aaf686863203e.jpg,89,53,353,283,null
20211224_180407_jpg.rf.1410238c2bdbe1306b3aaf686863203e.jpg,155,56,168,107,null
20211226_131242_jpg.rf.142dcabc96b6c296bed4f1f64e6444f2.jpg,166,64,341,271,null
20211226_131242_jpg.rf.142dcabc96b6c296bed4f1f64e6444f2.jpg,298,44,318,94,null
20211226_131242_jpg.rf.142dcabc96b6c296bed4f1f64e6444f2.jpg,218,52,264,105,null
20211224_185529_jpg.rf.1044d5cee11ddb31061f60de02b93f46.jpg,179,116,277,232,Kettlebell
20211224_180410_jpg.rf.1a8cb34dc1091f83013e03de0b073ad0.jpg,93,67,343,229,null
20211224_180410_jpg.rf.1a8cb34dc1091f83013e03de0b073ad0.jpg,153,66,166,101,null
20211224_180410_jpg.rf.1a8cb34dc1091f83013e03de0b073ad0.jpg,170,240,266,282,null
20211226_130633_jpg.rf.16a8fab2d7a40fedcda43b5993a9f008.jpg,120,153,345,323,Exercise Balls
20211224_180739_jpg.rf.1d6a3bebc59b2c418d33bc60c9e908dc.jpg,204,107,387,223,null
20211224_180739_jpg.rf.1d6a3bebc59b2c418d33bc60c9e908dc.jpg,348,98,358,130,null
20211224_180739_jpg.rf.1d6a3bebc59b2c418d33bc60c9e908dc.jpg,269,100,279,147,null
20211224_180739_jpg.rf.1d6a3bebc59b2c418d33bc60c9e908dc.jpg,253,229,328,254,null
20211224_180916_jpg.rf.1b929fb8a7de3aeb0ff9f04539573ca6.jpg,111,12,332,357,Assisted Pull Up and Dip Machine
20211224_180916_jpg.rf.1b929fb8a7de3aeb0ff9f04539573ca6.jpg,203,171,271,191,Assisted Pull Up and Dip Machine
20211226_130632_jpg.rf.1d822b0cfb0e9d4ec4dd7b9892c16651.jpg,154,143,355,293,Exercise Balls
20211224_181054_jpg.rf.22d5bb462114e0ad3fdd562a8992723f.jpg,40,27,295,350,Assisted Pull Up and Dip Machine
20211224_181054_jpg.rf.22d5bb462114e0ad3fdd562a8992723f.jpg,198,256,289,345,Assisted Pull Up and Dip Machine
20211224_181056_jpg.rf.247021d3ffb6393b8eb3839324201c90.jpg,27,19,278,193,Assisted Pull Up and Dip Machine
20211224_181056_jpg.rf.247021d3ffb6393b8eb3839324201c90.jpg,126,178,225,194,Assisted Pull Up and Dip Machine
20211224_181056_jpg.rf.247021d3ffb6393b8eb3839324201c90.jpg,97,262,285,381,Assisted Pull Up and Dip Machine
20211226_130611_jpg.rf.1bdbd94ec71d96f93f5f59dd512ead21.jpg,110,108,354,292,Exercise Balls
20211224_180858_jpg.rf.1e40a75ddfe3c72e07292cc511202da2.jpg,40,20,284,336,Assisted Pull Up and Dip Machine
20211224_180858_jpg.rf.1e40a75ddfe3c72e07292cc511202da2.jpg,135,159,213,178,Assisted Pull Up and Dip Machine
20211226_131222_jpg.rf.3378586a83fb3423db613b583a786ce1.jpg,148,58,338,312,null
20211226_131222_jpg.rf.3378586a83fb3423db613b583a786ce1.jpg,171,23,200,116,null
20211226_131222_jpg.rf.3378586a83fb3423db613b583a786ce1.jpg,229,148,311,227,null
20211226_131222_jpg.rf.3378586a83fb3423db613b583a786ce1.jpg,149,145,187,268,null
20211226_131222_jpg.rf.3378586a83fb3423db613b583a786ce1.jpg,243,128,327,147,null
20211224_180440_jpg.rf.28da1658cde28e633659714b0db14918.jpg,92,71,316,250,null
20211224_180440_jpg.rf.28da1658cde28e633659714b0db14918.jpg,301,71,318,131,null
20211224_180440_jpg.rf.28da1658cde28e633659714b0db14918.jpg,297,131,345,174,null
20211224_180440_jpg.rf.28da1658cde28e633659714b0db14918.jpg,173,254,267,305,null
20211226_130647_jpg.rf.2f648d22495ac70d1f918ad4aa6d4410.jpg,116,164,330,327,Exercise Balls
20211226_131225_jpg.rf.2a319d7da4cb9a97cad669b74f195333.jpg,119,1,335,313,null
20211226_131225_jpg.rf.2a319d7da4cb9a97cad669b74f195333.jpg,236,112,308,181,null
20211224_185927_jpg.rf.372fb5ac79a26b0d98b0736d7cb4ac11.jpg,142,85,285,192,Exercise Balls
20211224_180721_jpg.rf.3516d46f09035a174290960ac04f1337.jpg,41,81,318,240,null
20211224_180721_jpg.rf.3516d46f09035a174290960ac04f1337.jpg,143,57,174,128,null
20211224_180721_jpg.rf.3516d46f09035a174290960ac04f1337.jpg,258,52,273,94,null
20211224_180721_jpg.rf.3516d46f09035a174290960ac04f1337.jpg,138,252,245,308,null
20211224_181126_jpg.rf.162658be0dceaa9b8b68d100400cffff.jpg,92,95,338,398,Assisted Pull Up and Dip Machine
20211224_181126_jpg.rf.162658be0dceaa9b8b68d100400cffff.jpg,167,232,249,256,Assisted Pull Up and Dip Machine
20211224_181126_jpg.rf.162658be0dceaa9b8b68d100400cffff.jpg,213,296,296,395,Assisted Pull Up and Dip Machine
20211224_190014_jpg.rf.324565c40afb0afbabe2a25dcf20d01c.jpg,64,68,317,259,Exercise Balls
20211224_180341_jpg.rf.337d138c613997c8b399691a2dc085e7.jpg,102,82,346,311,null
20211224_180341_jpg.rf.337d138c613997c8b399691a2dc085e7.jpg,167,54,179,96,null
20211224_180341_jpg.rf.337d138c613997c8b399691a2dc085e7.jpg,261,62,271,100,null
20211224_180341_jpg.rf.337d138c613997c8b399691a2dc085e7.jpg,275,100,276,102,null
20211224_185443_jpg.rf.2b25619e6d482c706bbd99c7645fa0cf.jpg,140,127,283,295,Kettlebell
20211224_181053_jpg.rf.3c10554b4d1a6025e26250adb95440af.jpg,89,16,358,364,Assisted Pull Up and Dip Machine
20211224_181053_jpg.rf.3c10554b4d1a6025e26250adb95440af.jpg,190,165,276,191,Assisted Pull Up and Dip Machine
20211224_181053_jpg.rf.3c10554b4d1a6025e26250adb95440af.jpg,286,257,325,275,Assisted Pull Up and Dip Machine
20211226_131226_jpg.rf.3dd4f3880b536381cbf13709a54d6ceb.jpg,108,5,332,334,null
20211226_131226_jpg.rf.3dd4f3880b536381cbf13709a54d6ceb.jpg,234,121,329,206,null
20211226_130658_jpg.rf.3d5f8a32266542632f85959b1c08fd60.jpg,161,160,300,264,Exercise Balls
